platform,algorithm,operation,message_size,run,ops,latency_ms
ubuntu-linux,rsa-pss-3072,verify,16KiB,18,1,0.309032
ubuntu-linux,rsa-pss-3072,sign,16KiB,19,1,2.282127
ubuntu-linux,rsa-pss-3072,verify,16KiB,19,1,0.301057
ubuntu-linux,rsa-pss-3072,sign,16KiB,20,1,2.280724
ubuntu-linux,rsa-pss-3072,verify,16KiB,20,1,0.302559
ubuntu-linux,rsa-pss-3072,sign,16KiB,21,1,2.278410
ubuntu-linux,rsa-pss-3072,verify,16KiB,21,1,0.314082
ubuntu-linux,rsa-pss-3072,sign,16KiB,22,1,2.271126
ubuntu-linux,rsa-pss-3072,verify,16KiB,22,1,0.299624
ubuntu-linux,rsa-pss-3072,sign,16KiB,23,1,2.265054
ubuntu-linux,rsa-pss-3072,verify,16KiB,23,1,0.311226
ubuntu-linux,rsa-pss-3072,sign,16KiB,24,1,2.273240
ubuntu-linux,rsa-pss-3072,verify,16KiB,24,1,0.306778
ubuntu-linux,rsa-pss-3072,sign,16KiB,25,1,2.261628
ubuntu-linux,rsa-pss-3072,verify,16KiB,25,1,0.301588
ubuntu-linux,rsa-pss-3072,sign,16KiB,26,1,2.276917
ubuntu-linux,rsa-pss-3072,verify,16KiB,26,1,0.302089
ubuntu-linux,rsa-pss-3072,sign,16KiB,27,1,2.278209
ubuntu-linux,rsa-pss-3072,verify,16KiB,27,1,0.297420
ubuntu-linux,rsa-pss-3072,sign,16KiB,28,1,2.267268
ubuntu-linux,rsa-pss-3072,verify,16KiB,28,1,0.306517
ubuntu-linux,rsa-pss-3072,sign,16KiB,29,1,2.254806
ubuntu-linux,rsa-pss-3072,verify,16KiB,29,1,0.299274
ubuntu-linux,rsa-pss-3072,sign,16KiB,30,1,2.272188
ubuntu-linux,rsa-pss-3072,verify,16KiB,30,1,0.309884
ubuntu-linux,rsa-pss-3072,sign,1MiB,1,1,2.731292
ubuntu-linux,rsa-pss-3072,verify,1MiB,1,1,0.779257
ubuntu-linux,rsa-pss-3072,sign,1MiB,2,1,2.715232
ubuntu-linux,rsa-pss-3072,verify,1MiB,2,1,0.783115
ubuntu-linux,rsa-pss-3072,sign,1MiB,3,1,2.751961
ubuntu-linux,rsa-pss-3072,verify,1MiB,3,1,0.812941
ubuntu-linux,rsa-pss-3072,sign,1MiB,4,1,2.732985
ubuntu-linux,rsa-pss-3072,verify,1MiB,4,1,0.784276
ubuntu-linux,rsa-pss-3072,sign,1MiB,5,1,2.748164
ubuntu-linux,rsa-pss-3072,verify,1MiB,5,1,0.785249
ubuntu-linux,rsa-pss-3072,sign,1MiB,6,1,2.732926
ubuntu-linux,rsa-pss-3072,verify,1MiB,6,1,0.777624
ubuntu-linux,rsa-pss-3072,sign,1MiB,7,1,2.740420
ubuntu-linux,rsa-pss-3072,verify,1MiB,7,1,0.781190
ubuntu-linux,rsa-pss-3072,sign,1MiB,8,1,2.765236
ubuntu-linux,rsa-pss-3072,verify,1MiB,8,1,0.822258
ubuntu-linux,rsa-pss-3072,sign,1MiB,9,1,2.775355
ubuntu-linux,rsa-pss-3072,verify,1MiB,9,1,0.836254
ubuntu-linux,rsa-pss-3072,sign,1MiB,10,1,2.762552
ubuntu-linux,rsa-pss-3072,verify,1MiB,10,1,0.808382
ubuntu-linux,rsa-pss-3072,sign,1MiB,11,1,2.738626
ubuntu-linux,rsa-pss-3072,verify,1MiB,11,1,0.791079
ubuntu-linux,rsa-pss-3072,sign,1MiB,12,1,2.748214
ubuntu-linux,rsa-pss-3072,verify,1MiB,12,1,0.788976
ubuntu-linux,rsa-pss-3072,sign,1MiB,13,1,2.728737
ubuntu-linux,rsa-pss-3072,verify,1MiB,13,1,0.780730
ubuntu-linux,rsa-pss-3072,sign,1MiB,14,1,2.730611
ubuntu-linux,rsa-pss-3072,verify,1MiB,14,1,0.784157
ubuntu-linux,rsa-pss-3072,sign,1MiB,15,1,2.724860
ubuntu-linux,rsa-pss-3072,verify,1MiB,15,1,0.772705
ubuntu-linux,rsa-pss-3072,sign,1MiB,16,1,2.740619
ubuntu-linux,rsa-pss-3072,verify,1MiB,16,1,0.791670
ubuntu-linux,rsa-pss-3072,sign,1MiB,17,1,2.739077
ubuntu-linux,rsa-pss-3072,verify,1MiB,17,1,0.774488
ubuntu-linux,rsa-pss-3072,sign,1MiB,18,1,2.741712
ubuntu-linux,rsa-pss-3072,verify,1MiB,18,1,0.782934
ubuntu-linux,rsa-pss-3072,sign,1MiB,19,1,2.741842
ubuntu-linux,rsa-pss-3072,verify,1MiB,19,1,0.770690
ubuntu-linux,rsa-pss-3072,sign,1MiB,20,1,2.747744
ubuntu-linux,rsa-pss-3072,verify,1MiB,20,1,0.797612
ubuntu-linux,rsa-pss-3072,sign,1MiB,21,1,2.734588
ubuntu-linux,rsa-pss-3072,verify,1MiB,21,1,0.778425
ubuntu-linux,rsa-pss-3072,sign,1MiB,22,1,2.751220
ubuntu-linux,rsa-pss-3072,verify,1MiB,22,1,0.786310
ubuntu-linux,rsa-pss-3072,sign,1MiB,23,1,2.743395
ubuntu-linux,rsa-pss-3072,verify,1MiB,23,1,0.769680
ubuntu-linux,rsa-pss-3072,sign,1MiB,24,1,2.697739
ubuntu-linux,rsa-pss-3072,verify,1MiB,24,1,0.776352
ubuntu-linux,rsa-pss-3072,sign,1MiB,25,1,2.701396
ubuntu-linux,rsa-pss-3072,verify,1MiB,25,1,0.761384
ubuntu-linux,rsa-pss-3072,sign,1MiB,26,1,2.735870
ubuntu-linux,rsa-pss-3072,verify,1MiB,26,1,0.778175
ubuntu-linux,rsa-pss-3072,sign,1MiB,27,1,2.717437
ubuntu-linux,rsa-pss-3072,verify,1MiB,27,1,0.772224
ubuntu-linux,rsa-pss-3072,sign,1MiB,28,1,2.710303
ubuntu-linux,rsa-pss-3072,verify,1MiB,28,1,0.779247
ubuntu-linux,rsa-pss-3072,sign,1MiB,29,1,2.725812
ubuntu-linux,rsa-pss-3072,verify,1MiB,29,1,0.766713
ubuntu-linux,rsa-pss-3072,sign,1MiB,30,1,2.713259
ubuntu-linux,rsa-pss-3072,verify,1MiB,30,1,0.777684
ubuntu-linux,rsa-pss-3072,sign,8MiB,1,1,6.161621
ubuntu-linux,rsa-pss-3072,verify,8MiB,1,1,4.203494
ubuntu-linux,rsa-pss-3072,sign,8MiB,2,1,6.143226
ubuntu-linux,rsa-pss-3072,verify,8MiB,2,1,4.189387
ubuntu-linux,rsa-pss-3072,sign,8MiB,3,1,6.110104
ubuntu-linux,rsa-pss-3072,verify,8MiB,3,1,4.178467
ubuntu-linux,rsa-pss-3072,sign,8MiB,4,1,6.124170
ubuntu-linux,rsa-pss-3072,verify,8MiB,4,1,4.243409
ubuntu-linux,rsa-pss-3072,sign,8MiB,5,1,6.135972
ubuntu-linux,rsa-pss-3072,verify,8MiB,5,1,4.193976
ubuntu-linux,rsa-pss-3072,sign,8MiB,6,1,6.124000
ubuntu-linux,rsa-pss-3072,verify,8MiB,6,1,4.190870
ubuntu-linux,rsa-pss-3072,sign,8MiB,7,1,6.116004
ubuntu-linux,rsa-pss-3072,verify,8MiB,7,1,4.216499
ubuntu-linux,rsa-pss-3072,sign,8MiB,8,1,6.289902
ubuntu-linux,rsa-pss-3072,verify,8MiB,8,1,4.337737
ubuntu-linux,rsa-pss-3072,sign,8MiB,9,1,6.273782
ubuntu-linux,rsa-pss-3072,verify,8MiB,9,1,4.319202
ubuntu-linux,rsa-pss-3072,sign,8MiB,10,1,6.359022
ubuntu-linux,rsa-pss-3072,verify,8MiB,10,1,4.365329
ubuntu-linux,rsa-pss-3072,sign,8MiB,11,1,6.327333
ubuntu-linux,rsa-pss-3072,verify,8MiB,11,1,4.297692
ubuntu-linux,rsa-pss-3072,sign,8MiB,12,1,6.365485
ubuntu-linux,rsa-pss-3072,verify,8MiB,12,1,4.433117
ubuntu-linux,rsa-pss-3072,sign,8MiB,13,1,6.380903
ubuntu-linux,rsa-pss-3072,verify,8MiB,13,1,4.345582
ubuntu-linux,rsa-pss-3072,sign,8MiB,14,1,6.488827
ubuntu-linux,rsa-pss-3072,verify,8MiB,14,1,4.344078
ubuntu-linux,rsa-pss-3072,sign,8MiB,15,1,6.196176
ubuntu-linux,rsa-pss-3072,verify,8MiB,15,1,4.236125
ubuntu-linux,rsa-pss-3072,sign,8MiB,16,1,6.163203
ubuntu-linux,rsa-pss-3072,verify,8MiB,16,1,4.240824
ubuntu-linux,rsa-pss-3072,sign,8MiB,17,1,6.171399
ubuntu-linux,rsa-pss-3072,verify,8MiB,17,1,4.224694
ubuntu-linux,rsa-pss-3072,sign,8MiB,18,1,6.130492
ubuntu-linux,rsa-pss-3072,verify,8MiB,18,1,4.205478
ubuntu-linux,rsa-pss-3072,sign,8MiB,19,1,6.148035
ubuntu-linux,rsa-pss-3072,verify,8MiB,19,1,4.198063
ubuntu-linux,rsa-pss-3072,sign,8MiB,20,1,6.124802
ubuntu-linux,rsa-pss-3072,verify,8MiB,20,1,4.209525
ubuntu-linux,rsa-pss-3072,sign,8MiB,21,1,6.154888
ubuntu-linux,rsa-pss-3072,verify,8MiB,21,1,4.194247
ubuntu-linux,rsa-pss-3072,sign,8MiB,22,1,6.156311
ubuntu-linux,rsa-pss-3072,verify,8MiB,22,1,4.189298
ubuntu-linux,rsa-pss-3072,sign,8MiB,23,1,6.154848
ubuntu-linux,rsa-pss-3072,verify,8MiB,23,1,4.209665
ubuntu-linux,rsa-pss-3072,sign,8MiB,24,1,6.192238
ubuntu-linux,rsa-pss-3072,verify,8MiB,24,1,4.231367
ubuntu-linux,rsa-pss-3072,sign,8MiB,25,1,6.205192
ubuntu-linux,rsa-pss-3072,verify,8MiB,25,1,4.198264
ubuntu-linux,rsa-pss-3072,sign,8MiB,26,1,6.157352
ubuntu-linux,rsa-pss-3072,verify,8MiB,26,1,4.221859
ubuntu-linux,rsa-pss-3072,sign,8MiB,27,1,6.131845
ubuntu-linux,rsa-pss-3072,verify,8MiB,27,1,4.188215
ubuntu-linux,rsa-pss-3072,sign,8MiB,28,1,6.098942
ubuntu-linux,rsa-pss-3072,verify,8MiB,28,1,4.138932
ubuntu-linux,rsa-pss-3072,sign,8MiB,29,1,6.062965
ubuntu-linux,rsa-pss-3072,verify,8MiB,29,1,4.158219
ubuntu-linux,rsa-pss-3072,sign,8MiB,30,1,6.097510
ubuntu-linux,rsa-pss-3072,verify,8MiB,30,1,4.165262
