platform,rsa_bits,family,operation,payload_bytes,run_index,ops,total_ms,ms_per_op,throughput_mib_s
windows-mingw64,3072,hybrid,encrypt,104857600,2,1,268.212800,268.212800,372.838284
windows-mingw64,3072,hybrid,encrypt,104857600,3,1,268.242700,268.242700,372.796725
windows-mingw64,3072,hybrid,encrypt,104857600,4,1,229.793300,229.793300,435.173697
windows-mingw64,3072,hybrid,encrypt,104857600,5,1,236.125400,236.125400,423.503782
windows-mingw64,3072,hybrid,encrypt,104857600,6,1,223.591000,223.591000,447.245193
windows-mingw64,3072,hybrid,encrypt,104857600,7,1,201.869200,201.869200,495.370269
windows-mingw64,3072,hybrid,encrypt,104857600,8,1,207.811700,207.811700,481.204860
windows-mingw64,3072,hybrid,encrypt,104857600,9,1,204.563800,204.563800,488.845045
windows-mingw64,3072,hybrid,encrypt,104857600,10,1,212.910300,212.910300,469.681363
windows-mingw64,3072,hybrid,encrypt,104857600,11,1,209.943500,209.943500,476.318629
windows-mingw64,3072,hybrid,encrypt,104857600,12,1,199.554300,199.554300,501.116739
windows-mingw64,3072,hybrid,encrypt,104857600,13,1,203.211300,203.211300,492.098619
windows-mingw64,3072,hybrid,encrypt,104857600,14,1,205.578700,205.578700,486.431717
windows-mingw64,3072,hybrid,encrypt,104857600,15,1,199.293400,199.293400,501.772763
windows-mingw64,3072,hybrid,encrypt,104857600,16,1,204.093500,204.093500,489.971508
windows-mingw64,3072,hybrid,encrypt,104857600,17,1,205.694900,205.694900,486.156925
windows-mingw64,3072,hybrid,encrypt,104857600,18,1,206.465000,206.465000,484.343593
windows-mingw64,3072,hybrid,encrypt,104857600,19,1,205.770900,205.770900,485.977366
windows-mingw64,3072,hybrid,encrypt,104857600,20,1,243.780100,243.780100,410.205755
windows-mingw64,3072,hybrid,encrypt,104857600,21,1,242.973200,242.973200,411.568025
windows-mingw64,3072,hybrid,encrypt,104857600,22,1,253.441200,253.441200,394.568839
windows-mingw64,3072,hybrid,encrypt,104857600,23,1,240.150200,240.150200,416.406066
windows-mingw64,3072,hybrid,encrypt,104857600,24,1,215.257700,215.257700,464.559456
windows-mingw64,3072,hybrid,encrypt,104857600,25,1,217.176600,217.176600,460.454764
windows-mingw64,3072,hybrid,encrypt,104857600,26,1,222.288400,222.288400,449.866030
windows-mingw64,3072,hybrid,encrypt,104857600,27,1,226.346700,226.346700,441.800123
windows-mingw64,3072,hybrid,encrypt,104857600,28,1,231.565400,231.565400,431.843445
windows-mingw64,3072,hybrid,encrypt,104857600,29,1,248.732700,248.732700,402.038011
windows-mingw64,3072,hybrid,encrypt,104857600,30,1,236.332600,236.332600,423.132484
windows-mingw64,3072,hybrid,decrypt,104857600,1,1,464.877700,464.877700,215.110340
windows-mingw64,3072,hybrid,decrypt,104857600,2,1,471.047800,471.047800,212.292680
windows-mingw64,3072,hybrid,decrypt,104857600,3,1,521.843900,521.843900,191.628186
windows-mingw64,3072,hybrid,decrypt,104857600,4,1,456.014700,456.014700,219.291176
windows-mingw64,3072,hybrid,decrypt,104857600,5,1,488.762200,488.762200,204.598473
windows-mingw64,3072,hybrid,decrypt,104857600,6,1,477.986000,477.986000,209.211148
windows-mingw64,3072,hybrid,decrypt,104857600,7,1,496.936700,496.936700,201.232873
windows-mingw64,3072,hybrid,decrypt,104857600,8,1,540.685600,540.685600,184.950367
windows-mingw64,3072,hybrid,decrypt,104857600,9,1,437.140800,437.140800,228.759246
windows-mingw64,3072,hybrid,decrypt,104857600,10,1,456.576100,456.576100,219.021539
windows-mingw64,3072,hybrid,decrypt,104857600,11,1,452.251000,452.251000,221.116150
windows-mingw64,3072,hybrid,decrypt,104857600,12,1,466.599800,466.599800,214.316423
windows-mingw64,3072,hybrid,decrypt,104857600,13,1,492.766200,492.766200,202.935997
windows-mingw64,3072,hybrid,decrypt,104857600,14,1,470.488700,470.488700,212.544956
windows-mingw64,3072,hybrid,decrypt,104857600,15,1,546.277700,546.277700,183.057079
windows-mingw64,3072,hybrid,decrypt,104857600,16,1,595.743200,595.743200,167.857560
windows-mingw64,3072,hybrid,decrypt,104857600,17,1,499.727700,499.727700,200.108979
windows-mingw64,3072,hybrid,decrypt,104857600,18,1,522.834500,522.834500,191.265114
windows-mingw64,3072,hybrid,decrypt,104857600,19,1,449.250400,449.250400,222.593013
windows-mingw64,3072,hybrid,decrypt,104857600,20,1,450.479600,450.479600,221.985635
windows-mingw64,3072,hybrid,decrypt,104857600,21,1,476.111000,476.111000,210.035055
windows-mingw64,3072,hybrid,decrypt,104857600,22,1,437.261500,437.261500,228.696101
windows-mingw64,3072,hybrid,decrypt,104857600,23,1,446.512800,446.512800,223.957745
windows-mingw64,3072,hybrid,decrypt,104857600,24,1,459.302600,459.302600,217.721389
windows-mingw64,3072,hybrid,decrypt,104857600,25,1,449.695000,449.695000,222.372942
windows-mingw64,3072,hybrid,decrypt,104857600,26,1,449.748800,449.748800,222.346341
windows-mingw64,3072,hybrid,decrypt,104857600,27,1,444.936200,444.936200,224.751324
windows-mingw64,3072,hybrid,decrypt,104857600,28,1,452.452300,452.452300,221.017774
windows-mingw64,3072,hybrid,decrypt,104857600,29,1,506.866500,506.866500,197.290608
windows-mingw64,3072,hybrid,decrypt,104857600,30,1,447.301400,447.301400,223.562904
windows-mingw64,4096,rsa-oaep,encrypt,32,1,1,0.342200,0.342200,0.089181
windows-mingw64,4096,rsa-oaep,encrypt,32,2,1,0.314800,0.314800,0.096943
windows-mingw64,4096,rsa-oaep,encrypt,32,3,1,0.307100,0.307100,0.099373
windows-mingw64,4096,rsa-oaep,encrypt,32,4,1,0.307400,0.307400,0.099276
windows-mingw64,4096,rsa-oaep,encrypt,32,5,1,0.305200,0.305200,0.099992
windows-mingw64,4096,rsa-oaep,encrypt,32,6,1,0.302700,0.302700,0.100818
windows-mingw64,4096,rsa-oaep,encrypt,32,7,1,0.321200,0.321200,0.095011
windows-mingw64,4096,rsa-oaep,encrypt,32,8,1,0.310100,0.310100,0.098412
windows-mingw64,4096,rsa-oaep,encrypt,32,9,1,0.304200,0.304200,0.100321
windows-mingw64,4096,rsa-oaep,encrypt,32,10,1,0.304700,0.304700,0.100156
windows-mingw64,4096,rsa-oaep,encrypt,32,11,1,0.303200,0.303200,0.100652
