platform,algo,input_size_bytes,mode,runs,ops_per_run,mean_mib_s,median_mib_s,stddev_mib_s,ci95_mib_s,mean_latency_ms,median_latency_ms,stddev_latency_ms,ci95_latency_ms
ubuntu24.04-gcc,sha256,1048576,hash,3,5,1909.380943,1919.440322,22.905750,25.920297,0.523781,0.520985,0.006324,0.007156
ubuntu24.04-gcc,sha512,1048576,hash,3,5,921.921469,921.925792,0.459915,0.520443,1.084691,1.084686,0.000541,0.000612
ubuntu24.04-gcc,sha3-256,1048576,hash,3,5,508.436510,511.222249,5.655968,6.400330,1.966977,1.956096,0.022018,0.024916
ubuntu24.04-gcc,sha3-512,1048576,hash,3,5,291.897160,291.765264,1.043513,1.180846,3.425893,3.427413,0.012239,0.013850
