platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
ubuntu24.04-gcc,sha256,104857600,hash,1,1,1000,53.839899,53.839899,1857.358611,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,2,1,1000,53.949097,53.949097,1853.599144,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,3,1,1000,55.744208,55.744208,1793.908346,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,4,1,1000,53.879854,53.879854,1855.981273,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,5,1,1000,54.117573,54.117573,1847.828616,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,6,1,1000,53.657884,53.657884,1863.659029,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,7,1,1000,54.048505,54.048505,1850.189936,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,8,1,1000,54.292138,54.292138,1841.887310,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,9,1,1000,53.916414,53.916414,1854.722757,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,10,1,1000,54.227260,54.227260,1844.090961,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,11,1,1000,54.057567,54.057567,1849.879777,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,12,1,1000,53.858573,53.858573,1856.714622,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,13,1,1000,53.831908,53.831908,1857.634323,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,14,1,1000,54.391671,54.391671,1838.516783,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,15,1,1000,53.905106,53.905106,1855.111833,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,16,1,1000,53.872637,53.872637,1856.229908,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,17,1,1000,53.684659,53.684659,1862.729537,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,18,1,1000,54.100020,54.100020,1848.428152,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,19,1,1000,53.930288,53.930288,1854.245614,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,20,1,1000,53.842373,53.842373,1857.273267,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,21,1,1000,53.603752,53.603752,1865.541054,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,22,1,1000,53.953756,53.953756,1853.439082,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,23,1,1000,53.863102,53.863102,1856.558503,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,24,1,1000,54.136816,54.136816,1847.171803,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,25,1,1000,53.617887,53.617887,1865.049251,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,26,1,1000,54.097461,54.097461,1848.515589,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,27,1,1000,53.808991,53.808991,1858.425481,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,28,1,1000,53.659167,53.659167,1863.614469,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,29,1,1000,53.784521,53.784521,1859.270997,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha256,104857600,hash,30,1,1000,53.855594,53.855594,1856.817325,32,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,1,1,1000,109.085597,109.085597,916.711305,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,2,1,1000,109.980151,109.980151,909.254980,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,3,1,1000,110.874694,110.874694,901.919062,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,4,1,1000,108.818621,108.818621,918.960368,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,5,1,1000,109.730389,109.730389,911.324574,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,6,1,1000,111.352343,111.352343,898.050255,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,7,1,1000,110.188336,110.188336,907.537074,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,8,1,1000,108.960175,108.960175,917.766514,64,true,gcc-13.3,Release
ubuntu24.04-gcc,sha512,104857600,hash,9,1,1000,108.808280,108.808280,919.047705,64,true,gcc-13.3,Release
