platform,rsa_bits,family,operation,payload_bytes,run_index,ops,total_ms,ms_per_op,throughput_mib_s
linux,3072,hybrid,encrypt,1048576,1,10,14.832505,1.483251,674.194952
linux,3072,hybrid,encrypt,1048576,2,10,13.889441,1.388944,719.971380
linux,3072,hybrid,encrypt,1048576,3,10,13.948310,1.394831,716.932732
linux,3072,hybrid,decrypt,1048576,1,10,1057.668250,105.766825,9.454761
linux,3072,hybrid,decrypt,1048576,2,10,1065.978995,106.597899,9.381048
linux,3072,hybrid,decrypt,1048576,3,10,1064.946303,106.494630,9.390145
linux,4096,rsa-oaep,encrypt,32,1,10,0.735696,0.073570,0.414812
linux,4096,rsa-oaep,encrypt,32,2,10,0.692015,0.069201,0.440996
linux,4096,rsa-oaep,encrypt,32,3,10,0.713485,0.071349,0.427726
linux,4096,rsa-oaep,decrypt,32,1,10,731.234117,73.123412,0.000417
linux,4096,rsa-oaep,decrypt,32,2,10,750.949491,75.094949,0.000406
linux,4096,rsa-oaep,decrypt,32,3,10,741.343066,74.134307,0.000412
linux,4096,rsa-oaep,encrypt,128,1,10,0.711451,0.071145,1.715794
linux,4096,rsa-oaep,encrypt,128,2,10,0.696283,0.069628,1.753171
linux,4096,rsa-oaep,encrypt,128,3,10,0.683819,0.068382,1.785126
linux,4096,rsa-oaep,decrypt,128,1,10,723.839870,72.383987,0.001686
linux,4096,rsa-oaep,decrypt,128,2,10,728.596453,72.859645,0.001675
linux,4096,rsa-oaep,decrypt,128,3,10,716.677806,71.667781,0.001703
linux,4096,rsa-oaep,encrypt,318,1,10,0.677497,0.067750,4.476307
linux,4096,rsa-oaep,encrypt,318,2,10,0.669692,0.066969,4.528476
linux,4096,rsa-oaep,encrypt,318,3,10,0.653362,0.065336,4.641660
linux,4096,rsa-oaep,decrypt,318,1,10,711.113722,71.111372,0.004265
linux,4096,rsa-oaep,decrypt,318,2,10,711.858710,71.185871,0.004260
linux,4096,rsa-oaep,decrypt,318,3,10,713.801670,71.380167,0.004249
linux,4096,hybrid,encrypt,1024,1,10,1.047580,0.104758,9.322080
linux,4096,hybrid,encrypt,1024,2,10,1.053210,0.105321,9.272249
linux,4096,hybrid,encrypt,1024,3,10,1.053050,0.105305,9.273657
linux,4096,hybrid,decrypt,1024,1,10,1380.159305,138.015930,0.007076
linux,4096,hybrid,decrypt,1024,2,10,1385.024508,138.502451,0.007051
linux,4096,hybrid,decrypt,1024,3,10,1381.003246,138.100325,0.007071
linux,4096,hybrid,encrypt,16384,1,10,1.219100,0.121910,128.168321
linux,4096,hybrid,encrypt,16384,2,10,1.189835,0.118983,131.320729
linux,4096,hybrid,encrypt,16384,3,10,1.248605,0.124860,125.139656
linux,4096,hybrid,decrypt,16384,1,10,1385.044920,138.504492,0.112812
linux,4096,hybrid,decrypt,16384,2,10,1409.671472,140.967147,0.110841
linux,4096,hybrid,decrypt,16384,3,10,1394.589694,139.458969,0.112040
linux,4096,hybrid,encrypt,1048576,1,10,14.354949,1.435495,696.623861
linux,4096,hybrid,encrypt,1048576,2,10,13.504718,1.350472,740.481956
linux,4096,hybrid,encrypt,1048576,3,10,13.797487,1.379749,724.769663
linux,4096,hybrid,decrypt,1048576,1,10,1411.899212,141.189921,7.082659
linux,4096,hybrid,decrypt,1048576,2,10,1430.342899,143.034290,6.991331
linux,4096,hybrid,decrypt,1048576,3,10,1407.059685,140.705968,7.107019
