platform,rsa_bits,family,operation,payload_bytes,runs,ops_per_run,mean_ms_per_op,median_ms_per_op,stddev_ms_per_op,ci95_ms_per_op,mean_mib_s,median_mib_s,stddev_mib_s,ci95_mib_s
linux,3072,rsa-oaep,encrypt,32,30,1,0.092313,0.090734,0.003527,0.001262,0.331027,0.336341,0.011900,0.004259
linux,3072,rsa-oaep,decrypt,32,30,1,54.493912,53.210560,5.155970,1.845040,0.000564,0.000574,0.000039,0.000014
linux,3072,hybrid,encrypt,104857600,30,1,376.612246,376.846750,1.384212,0.495334,265.528560,265.359863,0.977089,0.349647
linux,3072,hybrid,decrypt,104857600,30,1,506.369951,498.131884,14.614412,5.229700,197.637280,200.750094,5.493018,1.965651
linux,4096,rsa-oaep,encrypt,32,30,1,0.077587,0.071980,0.013813,0.004943,0.402581,0.423992,0.054349,0.019449
linux,4096,rsa-oaep,decrypt,32,30,1,70.874033,70.385551,0.998615,0.357350,0.000431,0.000434,0.000006,0.000002
linux,4096,hybrid,encrypt,104857600,30,1,397.493541,395.711928,17.265416,6.178350,252.015412,252.709107,10.473192,3.747784
linux,4096,hybrid,decrypt,104857600,30,1,530.096424,529.697698,3.146626,1.126006,188.651347,188.786926,1.119278,0.400528
