platform,algorithm,operation,message_size,run,ops,latency_ms
windows-mingw64,rsa-pss-3072,sign,16KiB,25,1,3.537600
windows-mingw64,rsa-pss-3072,verify,16KiB,25,1,0.141600
windows-mingw64,rsa-pss-3072,sign,16KiB,26,1,3.768000
windows-mingw64,rsa-pss-3072,verify,16KiB,26,1,0.173200
windows-mingw64,rsa-pss-3072,sign,16KiB,27,1,3.570200
windows-mingw64,rsa-pss-3072,verify,16KiB,27,1,0.146600
windows-mingw64,rsa-pss-3072,sign,16KiB,28,1,3.558000
windows-mingw64,rsa-pss-3072,verify,16KiB,28,1,0.149900
windows-mingw64,rsa-pss-3072,sign,16KiB,29,1,3.550000
windows-mingw64,rsa-pss-3072,verify,16KiB,29,1,0.141500
windows-mingw64,rsa-pss-3072,sign,16KiB,30,1,3.863300
windows-mingw64,rsa-pss-3072,verify,16KiB,30,1,0.175900
windows-mingw64,rsa-pss-3072,sign,1MiB,1,1,4.478200
windows-mingw64,rsa-pss-3072,verify,1MiB,1,1,1.020700
windows-mingw64,rsa-pss-3072,sign,1MiB,2,1,4.979700
windows-mingw64,rsa-pss-3072,verify,1MiB,2,1,1.049200
windows-mingw64,rsa-pss-3072,sign,1MiB,3,1,4.398400
windows-mingw64,rsa-pss-3072,verify,1MiB,3,1,1.006800
windows-mingw64,rsa-pss-3072,sign,1MiB,4,1,4.429900
windows-mingw64,rsa-pss-3072,verify,1MiB,4,1,0.998900
windows-mingw64,rsa-pss-3072,sign,1MiB,5,1,4.566700
windows-mingw64,rsa-pss-3072,verify,1MiB,5,1,1.018400
windows-mingw64,rsa-pss-3072,sign,1MiB,6,1,4.411400
windows-mingw64,rsa-pss-3072,verify,1MiB,6,1,0.995700
windows-mingw64,rsa-pss-3072,sign,1MiB,7,1,4.402600
windows-mingw64,rsa-pss-3072,verify,1MiB,7,1,0.996200
windows-mingw64,rsa-pss-3072,sign,1MiB,8,1,4.559500
windows-mingw64,rsa-pss-3072,verify,1MiB,8,1,1.026200
windows-mingw64,rsa-pss-3072,sign,1MiB,9,1,4.415200
windows-mingw64,rsa-pss-3072,verify,1MiB,9,1,0.992700
windows-mingw64,rsa-pss-3072,sign,1MiB,10,1,4.421100
windows-mingw64,rsa-pss-3072,verify,1MiB,10,1,0.999500
windows-mingw64,rsa-pss-3072,sign,1MiB,11,1,4.824900
windows-mingw64,rsa-pss-3072,verify,1MiB,11,1,1.076000
windows-mingw64,rsa-pss-3072,sign,1MiB,12,1,4.443400
windows-mingw64,rsa-pss-3072,verify,1MiB,12,1,1.009400
windows-mingw64,rsa-pss-3072,sign,1MiB,13,1,4.400100
windows-mingw64,rsa-pss-3072,verify,1MiB,13,1,0.994200
windows-mingw64,rsa-pss-3072,sign,1MiB,14,1,4.446600
windows-mingw64,rsa-pss-3072,verify,1MiB,14,1,1.016700
windows-mingw64,rsa-pss-3072,sign,1MiB,15,1,4.388500
windows-mingw64,rsa-pss-3072,verify,1MiB,15,1,0.999500
windows-mingw64,rsa-pss-3072,sign,1MiB,16,1,4.396700
windows-mingw64,rsa-pss-3072,verify,1MiB,16,1,1.047100
windows-mingw64,rsa-pss-3072,sign,1MiB,17,1,4.946300
windows-mingw64,rsa-pss-3072,verify,1MiB,17,1,1.046600
windows-mingw64,rsa-pss-3072,sign,1MiB,18,1,4.695200
windows-mingw64,rsa-pss-3072,verify,1MiB,18,1,1.020300
windows-mingw64,rsa-pss-3072,sign,1MiB,19,1,4.741100
windows-mingw64,rsa-pss-3072,verify,1MiB,19,1,1.047300
windows-mingw64,rsa-pss-3072,sign,1MiB,20,1,4.651900
windows-mingw64,rsa-pss-3072,verify,1MiB,20,1,1.011600
windows-mingw64,rsa-pss-3072,sign,1MiB,21,1,4.659400
windows-mingw64,rsa-pss-3072,verify,1MiB,21,1,1.034000
windows-mingw64,rsa-pss-3072,sign,1MiB,22,1,4.922800
windows-mingw64,rsa-pss-3072,verify,1MiB,22,1,1.060100
windows-mingw64,rsa-pss-3072,sign,1MiB,23,1,4.683600
windows-mingw64,rsa-pss-3072,verify,1MiB,23,1,1.035200
windows-mingw64,rsa-pss-3072,sign,1MiB,24,1,4.671800
windows-mingw64,rsa-pss-3072,verify,1MiB,24,1,1.034200
windows-mingw64,rsa-pss-3072,sign,1MiB,25,1,4.837200
windows-mingw64,rsa-pss-3072,verify,1MiB,25,1,1.063500
windows-mingw64,rsa-pss-3072,sign,1MiB,26,1,4.636000
windows-mingw64,rsa-pss-3072,verify,1MiB,26,1,1.025700
windows-mingw64,rsa-pss-3072,sign,1MiB,27,1,4.845400
windows-mingw64,rsa-pss-3072,verify,1MiB,27,1,1.069300
windows-mingw64,rsa-pss-3072,sign,1MiB,28,1,4.659200
windows-mingw64,rsa-pss-3072,verify,1MiB,28,1,1.013900
windows-mingw64,rsa-pss-3072,sign,1MiB,29,1,4.632400
windows-mingw64,rsa-pss-3072,verify,1MiB,29,1,1.029600
windows-mingw64,rsa-pss-3072,sign,1MiB,30,1,5.011600
windows-mingw64,rsa-pss-3072,verify,1MiB,30,1,1.064100
windows-mingw64,rsa-pss-3072,sign,8MiB,1,1,10.782300
windows-mingw64,rsa-pss-3072,verify,8MiB,1,1,7.155200
windows-mingw64,rsa-pss-3072,sign,8MiB,2,1,10.656700
windows-mingw64,rsa-pss-3072,verify,8MiB,2,1,7.075300
windows-mingw64,rsa-pss-3072,sign,8MiB,3,1,10.609900
windows-mingw64,rsa-pss-3072,verify,8MiB,3,1,7.061400
windows-mingw64,rsa-pss-3072,sign,8MiB,4,1,10.560600
windows-mingw64,rsa-pss-3072,verify,8MiB,4,1,7.066400
windows-mingw64,rsa-pss-3072,sign,8MiB,5,1,10.555300
windows-mingw64,rsa-pss-3072,verify,8MiB,5,1,7.083900
windows-mingw64,rsa-pss-3072,sign,8MiB,6,1,10.532000
windows-mingw64,rsa-pss-3072,verify,8MiB,6,1,7.068000
windows-mingw64,rsa-pss-3072,sign,8MiB,7,1,10.830600
windows-mingw64,rsa-pss-3072,verify,8MiB,7,1,7.153200
windows-mingw64,rsa-pss-3072,sign,8MiB,8,1,10.814700
windows-mingw64,rsa-pss-3072,verify,8MiB,8,1,7.305000
windows-mingw64,rsa-pss-3072,sign,8MiB,9,1,10.788100
windows-mingw64,rsa-pss-3072,verify,8MiB,9,1,7.200800
windows-mingw64,rsa-pss-3072,sign,8MiB,10,1,10.882600
windows-mingw64,rsa-pss-3072,verify,8MiB,10,1,7.123800
windows-mingw64,rsa-pss-3072,sign,8MiB,11,1,10.924200
windows-mingw64,rsa-pss-3072,verify,8MiB,11,1,7.137700
windows-mingw64,rsa-pss-3072,sign,8MiB,12,1,10.802800
windows-mingw64,rsa-pss-3072,verify,8MiB,12,1,7.103700
windows-mingw64,rsa-pss-3072,sign,8MiB,13,1,10.827100
windows-mingw64,rsa-pss-3072,verify,8MiB,13,1,7.107000
windows-mingw64,rsa-pss-3072,sign,8MiB,14,1,10.768800
windows-mingw64,rsa-pss-3072,verify,8MiB,14,1,7.149600
windows-mingw64,rsa-pss-3072,sign,8MiB,15,1,10.760700
windows-mingw64,rsa-pss-3072,verify,8MiB,15,1,7.142800
windows-mingw64,rsa-pss-3072,sign,8MiB,16,1,10.499700
windows-mingw64,rsa-pss-3072,verify,8MiB,16,1,7.144500
windows-mingw64,rsa-pss-3072,sign,8MiB,17,1,10.501400
windows-mingw64,rsa-pss-3072,verify,8MiB,17,1,7.174500
windows-mingw64,rsa-pss-3072,sign,8MiB,18,1,10.803200
windows-mingw64,rsa-pss-3072,verify,8MiB,18,1,7.091800
windows-mingw64,rsa-pss-3072,sign,8MiB,19,1,11.283600
windows-mingw64,rsa-pss-3072,verify,8MiB,19,1,7.135000
windows-mingw64,rsa-pss-3072,sign,8MiB,20,1,10.542600
windows-mingw64,rsa-pss-3072,verify,8MiB,20,1,7.098400
windows-mingw64,rsa-pss-3072,sign,8MiB,21,1,10.548100
windows-mingw64,rsa-pss-3072,verify,8MiB,21,1,7.071900
windows-mingw64,rsa-pss-3072,sign,8MiB,22,1,10.537700
windows-mingw64,rsa-pss-3072,verify,8MiB,22,1,7.166500
windows-mingw64,rsa-pss-3072,sign,8MiB,23,1,10.490200
windows-mingw64,rsa-pss-3072,verify,8MiB,23,1,7.127300
windows-mingw64,rsa-pss-3072,sign,8MiB,24,1,10.508900
windows-mingw64,rsa-pss-3072,verify,8MiB,24,1,7.111000
windows-mingw64,rsa-pss-3072,sign,8MiB,25,1,10.493500
windows-mingw64,rsa-pss-3072,verify,8MiB,25,1,7.131700
windows-mingw64,rsa-pss-3072,sign,8MiB,26,1,10.851600
windows-mingw64,rsa-pss-3072,verify,8MiB,26,1,7.155800
windows-mingw64,rsa-pss-3072,sign,8MiB,27,1,11.122900
windows-mingw64,rsa-pss-3072,verify,8MiB,27,1,7.127500
windows-mingw64,rsa-pss-3072,sign,8MiB,28,1,10.811200
windows-mingw64,rsa-pss-3072,verify,8MiB,28,1,7.102600
windows-mingw64,rsa-pss-3072,sign,8MiB,29,1,10.749300
windows-mingw64,rsa-pss-3072,verify,8MiB,29,1,7.121200
windows-mingw64,rsa-pss-3072,sign,8MiB,30,1,10.813600
windows-mingw64,rsa-pss-3072,verify,8MiB,30,1,7.223100
