platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
windows11-mingw64,sha3-256,104857600,hash,5,1,1000,391.828500,391.828500,255.213697,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,6,1,1000,373.191700,373.191700,267.958800,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,7,1,1000,368.460400,368.460400,271.399586,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,8,1,1000,355.497500,355.497500,281.295930,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,9,1,1000,361.168500,361.168500,276.879074,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,10,1,1000,357.320800,357.320800,279.860562,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,11,1,1000,359.396700,359.396700,278.244068,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,12,1,1000,366.307700,366.307700,272.994534,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,13,1,1000,355.115500,355.115500,281.598522,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,14,1,1000,372.028300,372.028300,268.796756,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,15,1,1000,363.460300,363.460300,275.133213,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,16,1,1000,383.740300,383.740300,260.592906,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,17,1,1000,374.667300,374.667300,266.903463,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,18,1,1000,359.292600,359.292600,278.324686,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,19,1,1000,385.743500,385.743500,259.239624,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,20,1,1000,364.480600,364.480600,274.363025,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,21,1,1000,364.333600,364.333600,274.473724,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,22,1,1000,382.700900,382.700900,261.300666,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,23,1,1000,389.125300,389.125300,256.986631,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,24,1,1000,380.757200,380.757200,262.634561,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,25,1,1000,374.868800,374.868800,266.759997,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,26,1,1000,373.601500,373.601500,267.664878,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,27,1,1000,357.906500,357.906500,279.402581,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,28,1,1000,371.755300,371.755300,268.994147,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,29,1,1000,357.809200,357.809200,279.478560,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,30,1,1000,359.403400,359.403400,278.238881,32,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,1,1,1000,658.166300,658.166300,151.937284,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,2,1,1000,649.046100,649.046100,154.072261,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,3,1,1000,639.793100,639.793100,156.300529,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,4,1,1000,620.870500,620.870500,161.064183,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,5,1,1000,624.063900,624.063900,160.240001,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,6,1,1000,614.859900,614.859900,162.638676,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,7,1,1000,629.353700,629.353700,158.893163,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,8,1,1000,660.752700,660.752700,151.342552,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,9,1,1000,628.809000,628.809000,159.030803,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,10,1,1000,641.184700,641.184700,155.961301,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,11,1,1000,624.764200,624.764200,160.060388,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,12,1,1000,644.282000,644.282000,155.211538,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,13,1,1000,666.501700,666.501700,150.037127,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,14,1,1000,657.134700,657.134700,152.175802,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,15,1,1000,669.403500,669.403500,149.386730,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,16,1,1000,878.317300,878.317300,113.854071,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,17,1,1000,854.117700,854.117700,117.079883,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,18,1,1000,755.380000,755.380000,132.383701,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,19,1,1000,791.517900,791.517900,126.339531,64,true,gcc-16.1,Release
