platform,algo,input_size_bytes,mode,runs,ops_per_run,mean_mib_s,median_mib_s,stddev_mib_s,ci95_mib_s,mean_latency_ms,median_latency_ms,stddev_latency_ms,ci95_latency_ms
windows11-mingw64,sha256,1048576,hash,30,100,932.299314,936.104422,24.851018,8.892823,1.073373,1.068261,0.029354,0.010504
windows11-mingw64,sha512,1048576,hash,30,100,477.707605,484.066136,18.624230,6.664595,2.096598,2.065834,0.086778,0.031053
windows11-mingw64,sha3-256,1048576,hash,30,100,277.122800,279.590369,7.351800,2.630808,3.611091,3.576662,0.100769,0.036060
windows11-mingw64,sha3-512,1048576,hash,30,100,156.930660,157.521504,4.198283,1.502336,6.376767,6.348346,0.175123,0.062667
