platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
windows11-mingw64,sha512,1048576,hash,7,100,1000,215.150300,2.151503,464.791357,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,8,100,1000,225.685300,2.256853,443.094876,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,9,100,1000,206.287200,2.062872,484.761052,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,10,100,1000,222.374200,2.223742,449.692455,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,11,100,1000,203.135600,2.031356,492.282003,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,12,100,1000,204.697100,2.046971,488.526706,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,13,100,1000,204.455600,2.044556,489.103747,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,14,100,1000,206.666100,2.066661,483.872294,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,15,100,1000,206.949300,2.069493,483.210139,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,16,100,1000,205.244800,2.052448,487.223062,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,17,100,1000,209.330600,2.093306,477.713244,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,18,100,1000,206.624600,2.066246,483.969479,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,19,100,1000,203.087200,2.030872,492.399324,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,20,100,1000,200.385100,2.003851,499.039100,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,21,100,1000,205.344100,2.053441,486.987452,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,22,100,1000,200.884500,2.008845,497.798486,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,23,100,1000,202.838400,2.028384,493.003297,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,24,100,1000,219.972400,2.199724,454.602486,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,25,100,1000,211.583200,2.115832,472.627316,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,26,100,1000,210.615500,2.106155,474.798863,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,27,100,1000,211.926700,2.119267,471.861261,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,28,100,1000,206.542100,2.065421,484.162793,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,29,100,1000,207.085700,2.070857,482.891866,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,30,100,1000,234.183800,2.341838,427.015020,64,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,1,100,1000,358.942200,3.589422,278.596387,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,2,100,1000,355.830100,3.558301,281.032999,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,3,100,1000,367.161100,3.671611,272.360008,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,4,100,1000,356.318300,3.563183,280.647949,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,5,100,1000,352.863100,3.528631,283.396025,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,6,100,1000,355.870000,3.558700,281.001489,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,7,100,1000,351.502000,3.515020,284.493403,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,8,100,1000,373.457600,3.734576,267.768014,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,9,100,1000,380.736800,3.807368,262.648633,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,10,100,1000,358.102400,3.581024,279.249734,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,11,100,1000,371.972000,3.719720,268.837439,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,12,100,1000,396.236300,3.962363,252.374656,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,13,100,1000,357.443600,3.574436,279.764416,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,14,100,1000,356.980200,3.569802,280.127581,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,15,100,1000,358.120700,3.581207,279.235464,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,16,100,1000,359.063200,3.590632,278.502503,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,17,100,1000,356.373400,3.563734,280.604557,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,18,100,1000,356.096600,3.560966,280.822676,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,19,100,1000,352.494800,3.524948,283.692128,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,20,100,1000,353.186000,3.531860,283.136931,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,21,100,1000,362.255700,3.622557,276.048106,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,22,100,1000,358.069700,3.580697,279.275236,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,23,100,1000,362.939000,3.629390,275.528395,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,24,100,1000,357.001200,3.570012,280.111103,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,25,100,1000,352.165000,3.521650,283.957804,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,26,100,1000,380.485200,3.804852,262.822312,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,27,100,1000,355.953100,3.559531,280.935887,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,28,100,1000,357.298900,3.572989,279.877716,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,29,100,1000,357.888900,3.578889,279.416322,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,30,100,1000,360.466700,3.604667,277.418136,32,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,1,100,1000,626.144200,6.261442,159.707620,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,2,100,1000,636.499400,6.364994,157.109339,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,3,100,1000,621.984500,6.219845,160.775711,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,4,100,1000,617.465500,6.174655,161.952368,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,5,100,1000,668.143000,6.681430,149.668559,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,6,100,1000,641.917800,6.419178,155.783186,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,7,100,1000,617.864900,6.178649,161.847679,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,8,100,1000,632.576000,6.325760,158.083772,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,9,100,1000,644.226200,6.442262,155.224982,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,10,100,1000,614.258000,6.142580,162.798043,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,11,100,1000,625.838200,6.258382,159.785708,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,12,100,1000,634.171400,6.341714,157.686077,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,13,100,1000,658.842000,6.588420,151.781459,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,14,100,1000,637.721000,6.377210,156.808385,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,15,100,1000,633.644600,6.336446,157.817174,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,16,100,1000,689.560800,6.895608,145.019845,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,17,100,1000,633.220700,6.332207,157.922822,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,18,100,1000,636.327200,6.363272,157.151855,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,19,100,1000,648.375700,6.483757,154.231567,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,20,100,1000,638.734900,6.387349,156.559474,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,21,100,1000,662.053200,6.620532,151.045263,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,22,100,1000,624.296600,6.242966,160.180273,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,23,100,1000,635.497900,6.354979,157.356932,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,24,100,1000,664.512700,6.645127,150.486213,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,25,100,1000,628.085700,6.280857,159.213942,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,26,100,1000,625.805800,6.258058,159.793981,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,27,100,1000,614.322400,6.143224,162.780976,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,28,100,1000,625.395900,6.253959,159.898714,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,29,100,1000,654.246500,6.542465,152.847589,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,30,100,1000,638.568400,6.385684,156.600295,64,true,gcc-16.1,Release
