platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
windows11-mingw64,sha512,1048576,hash,25,100,1000,262.673300,2.626733,380.701046,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,26,100,1000,283.578400,2.835784,352.636167,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,27,100,1000,268.970500,2.689705,371.787984,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,28,100,1000,269.281900,2.692819,371.358045,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,29,100,1000,259.582800,2.595828,385.233536,64,true,gcc-16.1,Release
windows11-mingw64,sha512,1048576,hash,30,100,1000,267.641000,2.676410,373.634832,64,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,1,100,1000,497.147300,4.971473,201.147628,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,2,100,1000,447.574600,4.475746,223.426441,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,3,100,1000,438.032300,4.380323,228.293667,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,4,100,1000,441.290200,4.412902,226.608250,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,5,100,1000,536.958700,5.369587,186.234062,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,6,100,1000,484.541500,4.845415,206.380671,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,7,100,1000,384.584700,3.845847,260.020744,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,8,100,1000,373.145300,3.731453,267.992120,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,9,100,1000,361.261600,3.612616,276.807720,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,10,100,1000,353.672300,3.536723,282.747617,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,11,100,1000,403.422900,4.034229,247.878839,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,12,100,1000,385.284300,3.852843,259.548598,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,13,100,1000,404.670400,4.046704,247.114689,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,14,100,1000,377.020400,3.770204,265.237637,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,15,100,1000,405.475900,4.054759,246.623782,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,16,100,1000,357.128600,3.571286,280.011178,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,17,100,1000,396.045200,3.960452,252.496432,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,18,100,1000,356.914500,3.569145,280.179147,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,19,100,1000,392.831600,3.928316,254.562006,32,true,gcc-16.1,Release
